KIC           t_start       t_end         t_max         flux_max      raw_integral  energy        fit_amp       fit_fwhm      fit_t_start   fit_t_end     fit_t_max     fit_integral  fit_stdev     
011235995     2454982.4331  2454982.5353  2454982.4535  44.5724       2.72162528    1.5659E+34    26.7349       0.0814        2454982.4357  2454982.5634  2454982.4674  3.98632035    8.65003620    
011235995     2454996.9005  2454996.9618  2454996.9209  22.6056       0.87497198    3.9709E+33    22.5490       0.0417        2454996.9029  2454996.9811  2454996.9208  1.71882371    6.11102943    
011235995     2455021.2373  2455021.2986  2455021.2782  41.9994       1.35579640    7.5234E+33    43.3751       0.0260        2455021.2423  2455021.3003  2455021.2545  2.06559840    9.84603946    
011235995     2455023.6894  2455023.7507  2455023.7098  63.8004       2.23996853    1.1429E+34    71.4161       0.0237        2455023.6945  2455023.7770  2455023.7077  3.09723853    10.05210866   
011235995     2455041.3237  2455041.3850  2455041.3441  55.4500       1.96761181    9.9327E+33    55.3554       0.0417        2455041.3237  2455041.4260  2455041.3441  4.22086483    11.36379579   
011235995     2455044.3478  2455044.4296  2455044.3683  93.0275       3.61958151    2.4996E+34    108.2074      0.0315        2455044.3555  2455044.4950  2455044.3746  6.26321739    11.54676334   
011235995     2455053.5225  2455053.6042  2455053.5429  60.2626       2.57871283    1.6192E+34    50.3636       0.0436        2455053.5200  2455053.6203  2455053.5407  4.02575753    11.09410612   
011235995     2455054.6668  2455054.7281  2455054.7077  174.6948      4.59283440    3.1293E+34    147.3179      0.0292        2455054.6648  2455054.8260  2455054.6838  7.87151652    11.56299171   
011235995     2455056.0563  2455056.1176  2455056.0971  50.2754       1.71386987    9.0057E+33    50.1940       0.0417        2455056.0577  2455056.1458  2455056.0767  3.82698060    12.03879424   
011235995     2455058.3857  2455058.4470  2455058.4061  64.2168       2.22514229    1.1503E+34    63.9476       0.0417        2455058.3848  2455058.4974  2455058.4060  4.88816676    11.89159360   
011235995     2455059.6525  2455059.7138  2455059.6730  52.0097       1.66283825    9.3164E+33    52.0013       0.0417        2455059.6534  2455059.7462  2455059.6730  3.95899053    11.80282592   
011235995     2455061.1646  2455061.2259  2455061.2055  55.5225       1.90251519    9.9456E+33    57.6015       0.0417        2455061.1635  2455061.2799  2455061.1850  4.39520177    10.32371332   
011235995     2455070.2575  2455070.3188  2455070.2779  68.3209       2.03799099    1.2238E+34    68.1002       0.0417        2455070.2540  2455070.4080  2455070.2778  5.20057420    8.99433768    
011235995     2455081.8023  2455081.8636  2455081.8431  106.2897      3.67162304    1.9039E+34    132.0082      0.0170        2455081.8142  2455081.9010  2455081.8250  4.14473235    11.72041371   
011235995     2455087.4214  2455087.5031  2455087.4622  52.7635       2.34898586    1.4177E+34    52.5474       0.0417        2455087.4302  2455087.5503  2455087.4519  4.01634264    9.11726703    
011235995     2455090.5477  2455090.6090  2455090.5885  41.2782       1.45198829    7.3939E+33    41.4696       0.0417        2455090.5498  2455090.6308  2455090.5681  3.14689405    10.84294813   
011235995     2455094.5321  2455094.6138  2455094.5730  145.1093      5.78076938    3.7020E+34    144.4900      0.0417        2455094.5380  2455094.7101  2455094.5626  11.04568539   16.76660364   
011235995     2455094.8386  2455094.8999  2455094.8794  61.3313       1.77292043    1.0431E+34    61.1157       0.0417        2455094.8407  2455094.9216  2455094.8589  4.66852772    16.02713294   
011235995     2455105.5659  2455105.6272  2455105.5864  172.2045      5.34900043    2.9289E+34    171.9973      0.0199        2455105.5715  2455105.6860  2455105.5846  6.30059123    12.76180593   
011235995     2455129.3090  2455129.3907  2455129.3294  81.5311       3.40609869    2.0800E+34    71.9613       0.0416        2455129.3017  2455129.4407  2455129.3246  5.46863247    10.59699789   
011235995     2455130.2285  2455130.2898  2455130.2489  33.7742       1.13735180    5.7443E+33    39.9604       0.0206        2455130.2420  2455130.2918  2455130.2519  1.51763824    8.38532859    
011235995     2455132.9052  2455132.9869  2455132.9256  108.4299      4.93935876    2.7662E+34    108.1528      0.0417        2455132.9086  2455133.1411  2455132.9358  8.25371690    8.36389770    
011235995     2455134.2742  2455134.3355  2455134.2946  51.1902       1.61437609    8.7064E+33    68.5645       0.0194        2455134.2854  2455134.3681  2455134.2970  2.43363705    7.63623392    
011235995     2455137.8908  2455137.9726  2455137.9317  86.9220       3.72238064    2.2175E+34    86.8557       0.0417        2455137.8951  2455138.1062  2455137.9215  6.61656732    7.71403541    
