KIC           t_start       t_end         t_max         flux_max      raw_integral  energy        fit_amp       fit_fwhm      fit_t_start   fit_t_end     fit_t_max     fit_integral  fit_stdev     
008892124     2455006.0755  2455006.1777  2455006.1164  252.5735      10.84156053   8.8124E+34    252.5734      0.0417        2455006.0743  2455006.4400  2455006.1062  18.87325528   8.22803110    
008892124     2455032.3128  2455032.3945  2455032.3537  358.5194      15.49172881   1.2509E+35    358.5175      0.0417        2455032.3115  2455032.6806  2455032.3435  26.78990318   11.42536973   
008892124     2455141.1604  2455141.2217  2455141.1808  183.6334      5.64724724    3.9965E+34    161.5225      0.0213        2455141.1605  2455141.2982  2455141.1751  6.31662997    9.87623037    
008892124     2455172.0138  2455172.0956  2455172.0343  105.4103      5.52153260    3.4412E+34    124.3020      0.0417        2455172.0134  2455172.3532  2455172.0444  9.26849968    4.80464026    
008892124     2455174.7927  2455174.8540  2455174.8131  192.9215      5.74751833    4.1987E+34    192.2024      0.0417        2455174.7787  2455175.2244  2455174.8130  14.35444036   3.74611285    
008892124     2455181.1677  2455181.2290  2455181.2086  20.9260       0.65164194    4.5543E+33    23.1872       0.0417        2455181.1719  2455181.2374  2455181.1881  1.74287291    7.50054848    
008892124     2455191.0573  2455191.1186  2455191.0777  77.7459       2.44845968    1.8587E+34    77.5258       0.0417        2455191.0487  2455191.3254  2455191.0776  5.71736184    4.50791048    
008892124     2455219.3981  2455219.4594  2455219.4185  445.3896      13.08198155   1.0648E+35    303.1689      0.0236        2455219.3903  2455219.5694  2455219.4074  13.15947909   13.72421981   
008892124     2455254.5031  2455254.5848  2455254.5439  163.4205      5.96510690    5.8606E+34    162.6598      0.0417        2455254.5031  2455254.8292  2455254.5336  12.21130118   6.87734525    
008892124     2455259.3663  2455259.4481  2455259.4072  344.3512      14.24556950   1.2349E+35    343.7911      0.0417        2455259.3661  2455259.6972  2455259.3969  25.73125317   14.04300010   
008892124     2455287.1976  2455287.2998  2455287.2385  248.4294      14.17943404   1.1537E+35    247.2728      0.0417        2455287.2089  2455287.5049  2455287.2384  18.58634844   12.69771778   
008892124     2455300.7251  2455300.8069  2455300.7660  202.5161      8.27895376    7.0533E+34    201.7556      0.0417        2455300.7260  2455301.0281  2455300.7557  15.04390619   9.95775102    
008892124     2455318.3805  2455318.4622  2455318.4009  1003.2816     43.33069194   3.4943E+35    998.6091      0.0417        2455318.3750  2455318.8737  2455318.4110  74.96854822   13.82903706   
008892124     2455352.1586  2455352.2403  2455352.1790  471.3082      17.95112471   1.6415E+35    471.3068      0.0417        2455352.1545  2455352.6079  2455352.1892  35.21796072   8.71024756    
008892124     2455434.3031  2455434.3848  2455434.3235  160.7767      7.29390189    5.9801E+34    160.7758      0.0417        2455434.3042  2455434.5961  2455434.3337  12.01381704   8.44597373    
008892124     2455538.2250  2455538.3067  2455538.2454  2008.5083     70.16088875   6.9835E+35    2003.8357     0.0417        2455538.2187  2455538.7411  2455538.2556  150.08284069  23.76260932   
