KIC           t_start       t_end         t_max         flux_max      raw_integral  energy        fit_amp       fit_fwhm      fit_t_start   fit_t_end     fit_t_max     fit_integral  fit_stdev     
005176547     2455245.1851  2455245.2464  2455245.2056  366.4978      10.98000935   6.4609E+34    309.4113      0.0195        2455245.1846  2455245.3488  2455245.1992  11.04732047   11.07538298   
005176547     2455251.7036  2455251.7649  2455251.7240  78.5460       2.48188028    1.3847E+34    72.2282       0.0169        2455251.7083  2455251.7667  2455251.7177  2.24195416    10.29601157   
005176547     2455266.1914  2455266.2527  2455266.2118  39.5343       1.27624581    6.9695E+33    39.4230       0.0417        2455266.1935  2455266.2749  2455266.2118  3.00935301    10.26659024   
005176547     2455268.2961  2455268.3574  2455268.3166  126.2747      3.85390055    2.2261E+34    99.1319       0.0264        2455268.2926  2455268.4066  2455268.3085  4.78099407    10.85022212   
005176547     2455287.6066  2455287.7088  2455287.6475  43.6232       3.00500358    1.5204E+34    38.3723       0.0803        2455287.6057  2455287.7798  2455287.6429  5.63706378    8.96951186    
005176547     2455294.9426  2455295.0243  2455294.9630  56.0372       2.37934009    1.4648E+34    63.0665       0.0365        2455294.9437  2455295.0625  2455294.9637  4.21097900    9.57000534    
005176547     2455304.3221  2455304.3834  2455304.3425  121.9186      3.47975707    2.1246E+34    121.7976      0.0417        2455304.3174  2455304.4983  2455304.3425  9.28049960    13.25528400   
005176547     2455311.2289  2455311.2902  2455311.2494  99.9275       3.20892718    1.7414E+34    100.8042      0.0273        2455311.2302  2455311.3481  2455311.2466  5.03504921    11.04098349   
005176547     2455313.7015  2455313.8445  2455313.7219  95.6996       7.57815288    4.1693E+34    95.5984       0.0417        2455313.7278  2455313.9008  2455313.7526  7.28467580    10.99170169   
005176547     2455325.9622  2455326.0644  2455325.9827  863.5560      37.69397352   3.0098E+35    862.3665      0.0417        2455325.9680  2455326.4344  2455326.0031  65.73424532   14.66847237   
005176547     2455360.4760  2455360.5373  2455360.4964  48.1696       1.48638547    8.3942E+33    48.0451       0.0417        2455360.4771  2455360.5682  2455360.4964  3.66668689    11.13862394   
005176547     2455366.1771  2455366.2589  2455366.2180  214.1191      9.76387676    5.5969E+34    213.8862      0.0417        2455366.1796  2455366.4368  2455366.2078  16.29884393   14.06957723   
005176547     2455367.7914  2455367.8527  2455367.8119  84.3915       2.66182078    1.4706E+34    84.2170       0.0417        2455367.7902  2455367.9075  2455367.8118  6.42393201    14.96763937   
005176547     2455370.4070  2455370.4887  2455370.4274  436.9099      15.97055563   1.1421E+35    435.3019      0.0417        2455370.4058  2455370.7706  2455370.4376  33.05273706   14.31721631   
005176547     2455381.2779  2455381.3392  2455381.2984  129.8698      4.02685963    2.2849E+34    143.4658      0.0151        2455381.2912  2455381.3549  2455381.3002  3.98792557    16.26722554   
005176547     2455418.1609  2455418.2222  2455418.1813  139.3210      4.70597471    2.4511E+34    138.8501      0.0417        2455418.1565  2455418.3306  2455418.1813  10.60508778   15.88284573   
005176547     2455422.8402  2455422.9628  2455422.8810  457.5523      29.55030395   2.0125E+35    457.4416      0.0417        2455422.8604  2455423.1928  2455422.8912  34.82900738   18.48303439   
